program,year,period,geo_level,state,state_ansi,commodity,data_item,domain,domain_category,value
CENSUS,2007,YEAR,STATE,WYOMING,56,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,11630000.0
CENSUS,2002,YEAR,STATE,ALABAMA,1,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,79322000.0
CENSUS,2002,YEAR,STATE,ALASKA,2,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,187000.0
CENSUS,2002,YEAR,STATE,ARIZONA,4,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,70845000.0
CENSUS,2002,YEAR,STATE,ARKANSAS,5,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,245100000.0
CENSUS,2002,YEAR,STATE,CALIFORNIA,6,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,1102974000.0
CENSUS,2002,YEAR,STATE,COLORADO,8,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,64906000.0
CENSUS,2002,YEAR,STATE,CONNECTICUT,9,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,6681000.0
CENSUS,2002,YEAR,STATE,DELAWARE,10,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,15174000.0
CENSUS,2002,YEAR,STATE,FLORIDA,12,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,321442000.0
CENSUS,2002,YEAR,STATE,GEORGIA,13,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,197468000.0
CENSUS,2002,YEAR,STATE,HAWAII,15,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,16134000.0
CENSUS,2002,YEAR,STATE,IDAHO,16,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,120830000.0
CENSUS,2002,YEAR,STATE,ILLINOIS,17,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,559165000.0
CENSUS,2002,YEAR,STATE,INDIANA,18,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,258403000.0
CENSUS,2002,YEAR,STATE,IOWA,19,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,464509000.0
CENSUS,2002,YEAR,STATE,KANSAS,20,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,200234000.0
CENSUS,2002,YEAR,STATE,KENTUCKY,21,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,77715000.0
CENSUS,2002,YEAR,STATE,LOUISIANA,22,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,159159000.0
CENSUS,2002,YEAR,STATE,MAINE,23,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,17397000.0
CENSUS,2002,YEAR,STATE,MARYLAND,24,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,33887000.0
CENSUS,2002,YEAR,STATE,MASSACHUSETTS,25,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9166000.0
CENSUS,2002,YEAR,STATE,MICHIGAN,26,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,181198000.0
CENSUS,2002,YEAR,STATE,MINNESOTA,27,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,350354000.0
CENSUS,2002,YEAR,STATE,MISSISSIPPI,28,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,209634000.0
CENSUS,2002,YEAR,STATE,MISSOURI,29,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,190396000.0
CENSUS,2002,YEAR,STATE,MONTANA,30,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,81365000.0
CENSUS,2002,YEAR,STATE,NEBRASKA,31,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,281683000.0
CENSUS,2002,YEAR,STATE,NEVADA,32,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,7056000.0
CENSUS,2002,YEAR,STATE,NEW HAMPSHIRE,33,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,2043000.0
CENSUS,2002,YEAR,STATE,NEW JERSEY,34,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,22541000.0
CENSUS,2002,YEAR,STATE,NEW MEXICO,35,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,19735000.0
CENSUS,2002,YEAR,STATE,NEW YORK,36,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,80700000.0
CENSUS,2002,YEAR,STATE,NORTH CAROLINA,37,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,220109000.0
CENSUS,2002,YEAR,STATE,NORTH DAKOTA,38,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,258775000.0
CENSUS,2002,YEAR,STATE,OHIO,39,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,193596000.0
CENSUS,2002,YEAR,STATE,OKLAHOMA,40,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,60663000.0
CENSUS,2002,YEAR,STATE,OREGON,41,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,130190000.0
CENSUS,2002,YEAR,STATE,PENNSYLVANIA,42,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,77774000.0
CENSUS,2002,YEAR,STATE,RHODE ISLAND,44,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,1047000.0
CENSUS,2002,YEAR,STATE,SOUTH CAROLINA,45,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,62783000.0
CENSUS,2002,YEAR,STATE,SOUTH DAKOTA,46,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,163371000.0
CENSUS,2002,YEAR,STATE,TENNESSEE,47,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,101619000.0
CENSUS,2002,YEAR,STATE,TEXAS,48,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,345210000.0
CENSUS,2002,YEAR,STATE,UTAH,49,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,11110000.0
CENSUS,2002,YEAR,STATE,VERMONT,50,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,4944000.0
CENSUS,2002,YEAR,STATE,VIRGINIA,51,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,67506000.0
CENSUS,2002,YEAR,STATE,WASHINGTON,53,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,262331000.0
CENSUS,2002,YEAR,STATE,WEST VIRGINIA,54,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,5591000.0
CENSUS,2002,YEAR,STATE,WISCONSIN,55,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,184368000.0
CENSUS,2002,YEAR,STATE,WYOMING,56,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,10532000.0
CENSUS,1997,YEAR,STATE,ALABAMA,1,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,82184000.0
CENSUS,1997,YEAR,STATE,ALASKA,2,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,219000.0
CENSUS,1997,YEAR,STATE,ARIZONA,4,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,71492000.0
CENSUS,1997,YEAR,STATE,ARKANSAS,5,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,263161000.0
CENSUS,1997,YEAR,STATE,CALIFORNIA,6,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,970316000.0
CENSUS,1997,YEAR,STATE,COLORADO,8,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,76178000.0
CENSUS,1997,YEAR,STATE,CONNECTICUT,9,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,5142000.0
CENSUS,1997,YEAR,STATE,DELAWARE,10,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,16447000.0
CENSUS,1997,YEAR,STATE,FLORIDA,12,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,355836000.0
CENSUS,1997,YEAR,STATE,GEORGIA,13,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,223875000.0
CENSUS,1997,YEAR,STATE,HAWAII,15,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,17187000.0
CENSUS,1997,YEAR,STATE,IDAHO,16,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,122359000.0
CENSUS,1997,YEAR,STATE,ILLINOIS,17,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,558393000.0
CENSUS,1997,YEAR,STATE,INDIANA,18,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,296398000.0
CENSUS,1997,YEAR,STATE,IOWA,19,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,546735000.0
CENSUS,1997,YEAR,STATE,KANSAS,20,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,227901000.0
CENSUS,1997,YEAR,STATE,KENTUCKY,21,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,89880000.0
CENSUS,1997,YEAR,STATE,LOUISIANA,22,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,192734000.0
CENSUS,1997,YEAR,STATE,MAINE,23,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,18237000.0
CENSUS,1997,YEAR,STATE,MARYLAND,24,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,38829000.0
CENSUS,1997,YEAR,STATE,MASSACHUSETTS,25,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,8847000.0
CENSUS,1997,YEAR,STATE,MICHIGAN,26,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,192051000.0
CENSUS,1997,YEAR,STATE,MINNESOTA,27,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,419612000.0
CENSUS,1997,YEAR,STATE,MISSISSIPPI,28,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,224350000.0
CENSUS,1997,YEAR,STATE,MISSOURI,29,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,237981000.0
CENSUS,1997,YEAR,STATE,MONTANA,30,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,78492000.0
CENSUS,1997,YEAR,STATE,NEBRASKA,31,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,283244000.0
CENSUS,1997,YEAR,STATE,NEVADA,32,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,5319000.0
CENSUS,1997,YEAR,STATE,NEW HAMPSHIRE,33,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,1729000.0
CENSUS,1997,YEAR,STATE,NEW JERSEY,34,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,21285000.0
CENSUS,1997,YEAR,STATE,NEW MEXICO,35,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,19289000.0
CENSUS,1997,YEAR,STATE,NEW YORK,36,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,88674000.0
CENSUS,1997,YEAR,STATE,NORTH CAROLINA,37,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,210814000.0
CENSUS,1997,YEAR,STATE,NORTH DAKOTA,38,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,221914000.0
CENSUS,1997,YEAR,STATE,OHIO,39,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,228782000.0
CENSUS,1997,YEAR,STATE,OKLAHOMA,40,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,70673000.0
CENSUS,1997,YEAR,STATE,OREGON,41,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,131221000.0
CENSUS,1997,YEAR,STATE,PENNSYLVANIA,42,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,86060000.0
CENSUS,1997,YEAR,STATE,RHODE ISLAND,44,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,857000.0
CENSUS,1997,YEAR,STATE,SOUTH CAROLINA,45,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,82265000.0
CENSUS,1997,YEAR,STATE,SOUTH DAKOTA,46,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,184055000.0
CENSUS,1997,YEAR,STATE,TENNESSEE,47,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,99379000.0
CENSUS,1997,YEAR,STATE,TEXAS,48,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,364471000.0
CENSUS,1997,YEAR,STATE,UTAH,49,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9824000.0
CENSUS,1997,YEAR,STATE,VERMONT,50,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,4426000.0
CENSUS,1997,YEAR,STATE,VIRGINIA,51,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,73198000.0
CENSUS,1997,YEAR,STATE,WASHINGTON,53,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,219606000.0
CENSUS,1997,YEAR,STATE,WEST VIRGINIA,54,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,5239000.0
CENSUS,1997,YEAR,STATE,WISCONSIN,55,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,175810000.0
CENSUS,1997,YEAR,STATE,WYOMING,56,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,11968000.0
